0	0.6037
1	0.1507
2	0.1314
3	0.125
4	0.1194
5	0.1163
6	0.1146
7	0.1193
8	0.1153
9	0.1147
10	0.115
11	0.1161
12	0.1136
13	0.117
14	0.1148
15	0.1141
16	0.1149
17	0.1198
18	0.1185
19	0.1129
20	0.1099
21	0.1129
22	0.1134
23	0.1152
24	0.1152
25	0.113
26	0.1125
27	0.1105
28	0.1082
29	0.1084
30	0.1135
31	0.1114
32	0.1114
33	0.1096
34	0.1107
35	0.1118
36	0.1057
37	0.1063
38	0.1061
39	0.1062
40	0.1047
41	0.1089
42	0.1113
43	0.1093
44	0.1067
45	0.107
46	0.1098
47	0.1081
48	0.1083
49	0.1099
50	0.1097
51	0.105
52	0.1067
53	0.1059
54	0.1057
55	0.1078
56	0.0994
57	0.1009
58	0.1028
59	0.1012
60	0.0996
61	0.0981
62	0.0975
63	0.1027
64	0.1017
65	0.1019
66	0.097
67	0.1005
68	0.0961
69	0.0974
70	0.0927
71	0.0888
72	0.0914
73	0.0883
74	0.0872
75	0.0878
76	0.0846
77	0.0843
78	0.0814
79	0.0798
80	0.0801
81	0.0815
82	0.0841
83	0.0854
84	0.0828
85	0.0829
86	0.0814
87	0.0827
88	0.084
89	0.084
90	0.0814
91	0.0823
92	0.078
93	0.0829
94	0.0804
95	0.0794
96	0.0776
97	0.0801
98	0.0786
99	0.0772
100	0.0818
101	0.0827
102	0.0819
103	0.083
104	0.0848
105	0.0845
106	0.0808
107	0.0824
108	0.0817
109	0.0805
110	0.0802
111	0.0775
112	0.0808
113	0.0784
114	0.0783
115	0.0811
116	0.0795
117	0.0821
118	0.0788
119	0.0811
120	0.0789
121	0.075
122	0.0712
123	0.0729
124	0.0742
125	0.0756
126	0.0778
127	0.0736
128	0.0744
129	0.0717
130	0.0712
131	0.072
132	0.074
133	0.0726
134	0.0743
135	0.0741
136	0.0733
137	0.0715
138	0.068
139	0.0725
140	0.067
141	0.0684
142	0.0631
143	0.0652
144	0.0645
145	0.067
146	0.0653
147	0.0669
148	0.0637
149	0.0653
150	0.0628
151	0.061
152	0.0656
153	0.0648
154	0.064
155	0.0634
156	0.0631
157	0.0673
158	0.0671
159	0.071
160	0.0692
161	0.0707
162	0.0632
163	0.0655
164	0.0659
165	0.0672
166	0.0667
167	0.0703
168	0.0653
169	0.0679
170	0.0637
171	0.0661
172	0.066
173	0.0695
174	0.0687
175	0.0734
176	0.0749
177	0.072
178	0.0699
179	0.0695
180	0.0701
181	0.072
182	0.0762
183	0.0744
184	0.0776
185	0.076
186	0.076
187	0.0753
188	0.0725
189	0.0716
190	0.0721
191	0.0704
192	0.0725
193	0.0725
194	0.0754
195	0.0676
196	0.0687
197	0.0658
198	0.0683
199	0.0656
200	0.0637
201	0.0653
202	0.0633
203	0.069
204	0.0629
205	0.0648
206	0.0653
207	0.0646
208	0.0657
209	0.0673
210	0.0632
211	0.0668
212	0.0617
213	0.0635
214	0.0647
215	0.0657
216	0.0648
217	0.0651
218	0.0664
219	0.0653
220	0.0673
221	0.0664
222	0.0711
223	0.0708
224	0.0696
225	0.0695
226	0.0723
227	0.0688
228	0.0709
229	0.0682
230	0.0688
231	0.0699
232	0.0668
233	0.0637
234	0.0649
235	0.0679
236	0.0705
237	0.0683
238	0.071
239	0.0708
240	0.0754
241	0.0744
242	0.0738
243	0.0727
244	0.0728
245	0.0706
246	0.0705
247	0.068
248	0.0698
249	0.0677
250	0.0678
251	0.0672
252	0.0642
253	0.0634
254	0.0632
255	0.063
256	0.0634
257	0.0599
258	0.0595
259	0.0602
260	0.0596
261	0.0616
262	0.0596
263	0.0642
264	0.063
265	0.0604
266	0.0614
267	0.0577
268	0.0565
269	0.0559
270	0.0547
271	0.055
272	0.0553
273	0.0565
274	0.0571
275	0.0579
276	0.0553
277	0.0585
278	0.0546
279	0.0576
280	0.0554
281	0.0565
282	0.0569
283	0.0573
284	0.0566
285	0.0556
286	0.0566
287	0.0567
288	0.0566
289	0.0541
290	0.0546
291	0.0529
292	0.0554
293	0.0523
294	0.0535
295	0.0517
296	0.0542
297	0.0538
298	0.0547
299	0.0562
300	0.0547
301	0.0575
302	0.0605
303	0.0574
304	0.058
305	0.0584
306	0.0573
307	0.0587
308	0.06
309	0.0603
310	0.0592
311	0.0609
312	0.0605
313	0.0624
314	0.0608
315	0.0624
316	0.0619
317	0.0619
318	0.0625
319	0.0654
320	0.0648
321	0.0637
322	0.0648
323	0.065
324	0.0674
325	0.0658
326	0.0694
327	0.0714
328	0.0684
329	0.0697
330	0.0687
331	0.0698
332	0.0673
333	0.0645
334	0.0662
335	0.0654
336	0.0669
337	0.0641
338	0.0643
339	0.0604
340	0.0633
341	0.0593
342	0.0606
343	0.0601
344	0.0601
345	0.0595
346	0.0584
347	0.0544
348	0.0553
349	0.055
350	0.0608
351	0.058
352	0.0616
353	0.0586
354	0.0594
355	0.0575
356	0.0586
357	0.0596
358	0.0593
359	0.0611
360	0.0633
361	0.0631
362	0.0641
363	0.0643
364	0.0637
365	0.0672
366	0.0612
367	0.0658
368	0.0612
369	0.0618
370	0.0632
371	0.0631
372	0.0651
373	0.0647
374	0.0654
375	0.0649
376	0.0669
377	0.0674
378	0.0705
379	0.0676
380	0.0702
