0	0.2987
1	0.3457
2	0.2946
3	0.2891
4	0.2702
5	0.2664
6	0.253
7	0.2404
8	0.2358
9	0.2228
10	0.2185
11	0.2042
12	0.2075
13	0.201
14	0.1949
15	0.1846
16	0.1853
17	0.1757
18	0.1824
19	0.1824
20	0.1758
21	0.1758
22	0.1689
23	0.1704
24	0.1648
25	0.167
26	0.1641
27	0.1632
28	0.1594
29	0.1561
30	0.163
31	0.1518
32	0.1539
33	0.1507
34	0.1485
35	0.1424
36	0.1386
37	0.1395
38	0.1399
39	0.1426
40	0.1338
41	0.1295
42	0.1278
43	0.1214
44	0.1231
45	0.1203
46	0.1234
47	0.121
48	0.1232
49	0.1185
50	0.1191
51	0.1164
52	0.1146
53	0.1137
54	0.109
55	0.1079
56	0.108
57	0.1042
58	0.1042
59	0.1045
60	0.1028
61	0.0983
62	0.0986
63	0.1001
64	0.0988
65	0.0992
66	0.1002
67	0.1011
68	0.0988
69	0.0953
70	0.1003
71	0.0944
72	0.0945
73	0.0936
74	0.0836
75	0.0865
76	0.0836
77	0.0833
78	0.0825
79	0.0867
80	0.0811
81	0.0869
82	0.0892
83	0.0884
84	0.0919
85	0.093
86	0.0912
87	0.096
88	0.093
89	0.0939
90	0.0932
91	0.0921
92	0.0931
93	0.0928
94	0.0975
95	0.0891
96	0.0966
97	0.0899
98	0.0926
99	0.0951
100	0.0917
101	0.0881
102	0.0939
103	0.09
104	0.0948
105	0.0919
106	0.0978
107	0.0932
108	0.0959
109	0.0947
110	0.0932
111	0.0901
112	0.0874
113	0.0888
114	0.0903
115	0.0907
116	0.0851
117	0.0881
118	0.0879
119	0.0847
120	0.087
121	0.0841
122	0.0869
123	0.0812
124	0.086
125	0.0877
126	0.0838
127	0.0854
128	0.0862
129	0.09
130	0.0826
131	0.0882
132	0.0803
133	0.0805
134	0.0778
135	0.0796
136	0.081
137	0.0841
138	0.082
139	0.0825
140	0.0815
141	0.0826
142	0.0807
143	0.0831
144	0.0818
145	0.0851
146	0.0841
147	0.0869
148	0.0863
149	0.0888
150	0.0837
151	0.0863
152	0.0829
153	0.0859
154	0.0874
155	0.091
156	0.0909
157	0.092
158	0.0924
159	0.0913
160	0.0862
161	0.089
162	0.087
163	0.0838
164	0.0836
165	0.083
166	0.0805
167	0.0837
168	0.0806
169	0.0845
170	0.084
171	0.0838
172	0.0811
173	0.082
174	0.0794
175	0.0796
176	0.0797
177	0.0782
178	0.0751
179	0.0789
180	0.0736
181	0.074
182	0.0666
183	0.0636
184	0.0652
185	0.0663
186	0.0629
187	0.0629
188	0.0633
189	0.064
190	0.0623
191	0.0651
192	0.0645
193	0.0639
194	0.0653
195	0.0643
196	0.0566
197	0.0577
198	0.059
199	0.058
200	0.0573
201	0.0599
202	0.0589
203	0.0601
204	0.0594
205	0.0557
206	0.0543
207	0.0546
208	0.0566
209	0.0555
210	0.0577
211	0.0557
212	0.0545
213	0.0528
214	0.0522
215	0.0512
216	0.0521
217	0.0507
218	0.0518
219	0.0519
220	0.0497
221	0.0509
222	0.0483
223	0.0485
224	0.0457
225	0.0469
226	0.0474
227	0.0503
228	0.0502
229	0.0516
230	0.0519
231	0.0544
232	0.0517
233	0.0521
234	0.0521
235	0.0516
236	0.0538
237	0.0485
238	0.0507
239	0.0506
240	0.0533
241	0.0514
242	0.0543
243	0.0528
244	0.0568
245	0.0556
246	0.0608
247	0.0578
248	0.0587
249	0.0578
250	0.0585
251	0.055
252	0.0567
253	0.0527
